technique_id,technique_name,tactic,families
T1568,,,BRICKSTORM|Bisonal|Gelsemium|Maze|NETEAGLE|RTM|SUNBURST|Tomiris
T1568.001,,,Amadey|gh0st RAT|njRAT
T1568.002,,,Aria-body|Astaroth|BONDUPDATER|Bazar|CCBkdr|CHOPSTICK|Conficker|DarkWatchman|Doki|Ebury|Grandoreiro|HiddenFace|Milan|MiniDuke|POSHSPY|QakBot|ShadowPad|Shark|SombRAT|Ursnif
T1569.001,,,AppleJeus|Calisto|Cuckoo Stealer|LoudMiner|XCSSET|macOS.OSAMiner
T1569.002,,,Anchor|Attor|BBSRAT|Bad Rabbit|BlackByte 2.0 Ransomware|Clambling|Cobalt Strike|DEADWOOD|DarkGate|Embargo|HOPLIGHT|HermeticWiper|HermeticWizard|Hydraq|HyperBro|IPsec Helper|InvisiMole|LockBit 3.0|LoudMiner|Mafalda|Net Crawler|Netwalker|NotPetya|Okrum|Olympic Destroyer|Pandora|Proxysvc|Pysa|Ragnar Locker|RemoteCMD|SLOTHFULMEDIA|Shamoon|StrongPity|SysUpdate|TinyTurla|WastedLocker|WhisperGate|Wingbird|Winnti for Windows|ZxShell|gh0st RAT
T1570,,,BlackByte Ransomware|BlackCat|DustySky|Emotet|Havoc|HermeticWizard|INC Ransomware|IPsec Helper|LockerGoga|Lucifer|Netwalker|Olympic Destroyer|OutSteel|Qilin|SameCoin|Shamoon|Stuxnet|VIRTUALPIE|VIRTUALPITA|WannaCry
T1571,,,BADCALL|Bankshot|BeaverTail|BendyBear|Cyclops Blink|Derusbi|Emotet|GlassWorm|GoldenSpy|GravityRAT|HARDRAIN|HOPLIGHT|Hannotog|HiddenFace|InvisibleFerret|MacMa|Metamorfo|MoonWind|OSX_OCEANLOTUS.D|Pikabot|PingPull|PlugX|PoetRAT|RTM|Raspberry Robin|RedLeaves|RotaJakiro|SPAWNCHIMERA|SUGARUSH|Sardonic|StrongPity|SystemBC|TYPEFRAME|TrickBot|VIRTUALPIE|VIRTUALPITA|WellMail|ZxShell|njRAT
T1572,,,BRICKSTORM|Cobalt Strike|Cyclops Blink|Duqu|FLIPSIDE|FunnyDream|Heyoka Backdoor|HiddenFace|Industroyer|Kevin|LunarWeb|Milan|Neo-reGeorg|QakBot|SPAWNCHIMERA|Uroburos|reGeorg
T1573,,,Chaes|Cryptoistic|Emotet|Gomir|Lizar|MacMa|NETWIRE|PowGoop|PowerLess|RCSession|gh0st RAT
T1573.001,,,3PARA RAT|4H RAT|ADVSTORESHELL|Attor|Azorult|BADCALL|BADNEWS|BBSRAT|BLINDINGCAN|BOOKWORM|Bandook|Bazar|BendyBear|Bisonal|Bonadan|Bumblebee|CASTLETAP|CHOPSTICK|CORESHELL|CallMe|Carbanak|Cardinal RAT|ChChes|Chaos|CharmPower|Cobalt Strike|Comnie|CosmicDuke|Daserf|Derusbi|Dipsind|Downdelph|Dridex|Duqu|Ebury|Elise|Emissary|Emotet|Epic|Explosive|FALLCHILL|FakeM|FatDuke|Felismus|FlawedAmmyy|FoggyWeb|Gazer|GreyEnergy|GrimAgent|H1N1|HAMMERTOSS|HTTPTroy|Havoc|Helminth|Hi-Zor|HiddenFace|HiddenWasp|Hikit|HotCroissant|Hydraq|HyperStack|IceApple|InvisiMole|KEYMARBLE|KONNI|Kobalos|Komplex|LIGHTWIRE|LODEINFO|Latrodectus|LightNeuron|LockBit 3.0|LookBack|Lucifer|LunarWeb|Lurid|Machete|Mafalda|Mango|Metamorfo|Mongall|MoonWind|More_eggs|Mosquito|MuddyViper|NDiskMonitor|NETEAGLE|NETWIRE|NGLite|NanoCore|Nebulae|Ninja|OSX_OCEANLOTUS.D|Okrum|PLAINTEE|PLEAD|POWERTON|PUBLOAD|Pandora|Pikabot|PingPull|PipeMon|PlugX|PoisonIvy|Prikormka|PureCrypter|QUIETCANARY|QakBot|RDAT|RIFLESPINE|RIPTIDE|RTM|RainyDay|RedLeaves|Rifdoor|RotaJakiro|RustyWater|SLIGHTPULSE|SMOKEDHAM|SNUGRIDE|SUNBURST|Sakula|Samurai|Sardonic|SeaDuke|SideTwist|SodaMaster|Solar|SombRAT|StarProxy|StrifeWater|Stuxnet|Sys10|SysUpdate|SystemBC|TAINTEDSCRIBE|TAMECAT|THINCRUST|TONESHELL|TSCookie|Taidoor|Torisma|TrickBot|Troll Stealer|UBoatRAT|UPPERCUT|Uroburos|VIRTUALPIE|Volgmer|WIREFIRE|WarzoneRAT|WellMess|Winnti for Linux|Winnti for Windows|Woody RAT|XCSSET|ZIPLINE|ZeroT|down_new|gh0st RAT|httpclient|metaMain|xCaon
T1573.002,,,ADVSTORESHELL|Attor|BADHATCH|BISCUIT|BOLDMOVE|BRICKSTORM|Bazar|CASTLETAP|CHOPSTICK|COATHANGER|Carbon|Cobalt Strike|ComRAT|Cyclops Blink|DarkWatchman|Doki|Dridex|Gazer|GoldMax|Gomir|Grandoreiro|GreyEnergy|GrimAgent|Hi-Zor|HiddenFace|IcedID|J-magic|KEYPLUG|Kobalos|LAMEHUG|LITTLELAMB.WOOLTEA|Lumma Stealer|LunarWeb|Machete|Mango|Metamorfo|Mispadu|NICECURL|OilBooster|PITSTOP|POSHSPY|POWERSTATS|Pay2Key|Penquin|PoetRAT|PureCrypter|REPTILE|REvil|Rising Sun|Sagerunex|Sardonic|ServHelper|Small Sieve|SnappyTCP|SodaMaster|SombRAT|StrongPity|Sykipot|TinyTurla|Trojan.Karagany|Uroburos|Volgmer|WannaCry|WellMail|WellMess|Woody RAT|XTunnel|Zebrocy|adbupd
T1574,,,COATHANGER|DarkGate|Denis|Dtrack|Nightdoor|Raspberry Robin|SPAWNCHIMERA|Saint Bot|ShimRat
T1574.001,,,ANELLDR|AshTag|Astaroth|BADNEWS|BBSRAT|BOOKWORM|BOOSTWRITE|CANONSTAGER|CLAIMLOADER|Chaes|Chinoxy|Clambling|CorKLOG|Crutch|DarkGate|Denis|Downdelph|Dridex|Ecipekac|Egregor|FinFisher|FoggyWeb|Goopy|HIUPAN|HTTPBrowser|HUI Loader|Havoc|Hikit|HyperBro|InvisiMole|IronWind|Javali|Kerrdown|LODEINFO|LoFiSe|LookBack|Lumma Stealer|Melcoz|Metamorfo|MirageFox|NOOPLDR|Nebulae|Ninja|PAKLOG|PUBLOAD|Pandora|Pcexter|PlugX|PowGoop|Prikormka|QakBot|RCSession|ROAMINGHOUSE|RainyDay|Ramsay|Raspberry Robin|RedLeaves|Sakula|SplatDropper|StarProxy|StrelaStealer|SysUpdate|T9000|TONESHELL|UPPERCUT|WEBC2|WastedLocker|Waterbear|Wingbird|ZeroT|gh0st RAT|metaMain
T1574.006,,,COATHANGER|Ebury|HiddenWasp|Hildegard|MEDUSA|SPAWNCHIMERA|XCSSET
T1574.007,,,BRICKSTORM|DarkGate
T1574.010,,,BlackEnergy
T1574.012,,,DarkTortilla
T1574.013,,,FinFisher
T1574.014,,,IMAPLoader
T1583.001,,,DarkGate|Raspberry Robin|XLoader
T1583.008,,,Raspberry Robin
T1584.001,,,Gootloader
T1584.006,,,Gootloader
T1588.002,,,Lizar
T1588.003,,,MegaCortex
T1588.007,,,LazyWiper
T1593.003,,,Shai-Hulud
T1598.003,,,SMOKEDHAM
T1601,,,DRYHOOK
T1601.001,,,SYNful Knock
T1602.002,,,GlassWorm
T1608.001,,,Shai-Hulud
T1609,,,Hildegard|Kinsing|Siloscape
T1610,,,Doki|Kinsing
T1611,,,Doki|Hildegard|Siloscape
T1613,,,Hildegard
T1614,,,Amadey|AshTag|Crimson|Cuckoo Stealer|DarkGate|DarkWatchman|GlassWorm|Gootloader|GrimAgent|HexEval Loader|InvisibleFerret|PlugX|PureCrypter|Raccoon Stealer|Ragnar Locker|RedLine Stealer|SDBbot|Saint Bot|SameCoin|SocGholish|Tsundere Botnet|XORIndex Loader
T1614.001,,,Avaddon|Bazar|BlackByte Ransomware|Clop|Cuba|Cuckoo Stealer|DEATHRANSOM|DropBook|Flagpro|GlassWorm|Gootloader|GrimAgent|IcedID|LODEINFO|LockBit 2.0|LockBit 3.0|MarkiRAT|Maze|Misdat|Mispadu|Neoichor|PUBLOAD|REvil|RedLine Stealer|Ryuk|S-Type|SharpStage|Spark|StealBit|StrelaStealer|SynAck|XCSSET|Zeus Panda
T1615,,,DUSTTRAP|Emissary|LunarWeb
T1620,,,BADHATCH|BRUSHFIRE|Cobalt Strike|Cuba|Emotet|FoggyWeb|Fooder|Gelsemium|IceApple|Lizar|Lokibot|Lumma Stealer|LunarLoader|MuddyViper|Pikabot|PlugX|Sardonic|SystemBC|ThiefQuest|Uroburos|WhisperGate|metaMain
T1622,,,ANELLDR|Black Basta|Bumblebee|DRATzarus|DarkGate|DarkTortilla|Latrodectus|LockBit 3.0|Lumma Stealer|Mafalda|PUBLOAD|Pikabot|PlugX|PureCrypter|ROKRAT|Raspberry Robin|RustyWater|Saint Bot|StealBit|StrelaStealer|TONESHELL|ThiefQuest|XLoader
T1647,,,Cuckoo Stealer|XCSSET
T1652,,,HOPLIGHT|INC Ransomware|Remsec
T1653,,,Line Dancer|Line Runner
T1654,,,Akira _v2|BeaverTail|DUSTTRAP|Megazord
T1657,,,BeaverTail|Crocodilus|DarkGate|Embargo|GlassWorm|InvisibleFerret|RedLine Stealer
T1659,,,Disco
T1665,,,DarkGate|JumbledPath|UPSTYLE
T1673,,,Cheerscrypt|PureCrypter|Qilin|VIRTUALPITA
T1675,,,VIRTUALPITA
T1677,,,Shai-Hulud
T1678,,,AshTag|BRICKSTORM|DynoWiper|Fooder|GlassWorm|HIUPAN|MuddyViper|PHASEJAM|PureCrypter|Qilin|RustyWater|SPAWNCHIMERA|Shai-Hulud|SystemBC|TONESHELL|UPPERCUT
T1679,,,DynoWiper|Embargo|InvisibleFerret|LazyWiper|Medusa Ransomware|SameCoin
T1680,,,Aria-body|AshTag|Attor|Avenger|BLINDINGCAN|Babuk|Bandook|Bankshot|Black Basta|BlackCat|BlackMould|CORESHELL|Cannon|Chrommme|Crimson|Cuba|DEATHRANSOM|DarkGate|DynoWiper|Epic|FALLCHILL|FELIXROOT|FunnyDream|HELLOKITTY|HOPLIGHT|HermeticWiper|Heyoka Backdoor|INC Ransomware|InnaputRAT|InvisiMole|JHUHUGIT|KEYMARBLE|KGH_SPY|KONNI|KOPILUWAK|Kazuar|KillDisk|LitePower|LockBit 2.0|LockBit 3.0|MacMa|Mafalda|Medusa Ransomware|Mongall|NOKKI|Nebulae|Nightdoor|Ninja|Octopus|PUBLOAD|Pasam|Penquin|PlugX|Proxysvc|Qilin|REvil|ROADSWEEP|Ramsay|Reaver|Rising Sun|Royal|RunningRAT|Ryuk|SLOTHFULMEDIA|SUGARUSH|SampleCheck5000|Sardonic|ShadowPad|SharpDisco|SoreFang|StrongPity|SysUpdate|TAINTEDSCRIBE|TONESHELL|TYPEFRAME|Torisma|WhisperGate|Woody RAT|Zebrocy|ZeroCleare|Zox|build_downer|down_new|macOS.OSAMiner|yty
T1684.001,,,RustyWater
T1685,,,Agent Tesla|Avaddon|BOLDMOVE|Babuk|Bazar|BlackByte Ransomware|Brave Prince|Bundlore|Carberp|ChChes|Clop|Cobalt Strike|Conficker|DRYHOOK|DarkComet|DarkGate|Diavol|EKANS|Ebury|Egregor|Gold Dragon|Goopy|Grandoreiro|H1N1|HDoor|HUI Loader|HermeticWiper|Hildegard|JPIN|JumbledPath|KOCTOPUS|LazyWiper|LockBit 2.0|LockBit 3.0|LockerGoga|Lumma Stealer|Mango|Maze|Medusa Ransomware|MegaCortex|Metamorfo|Meteor|MultiLayer Wiper|NanHaiShu|NanoCore|Netwalker|PHASEJAM|POWERSTATS|Proton|PureCrypter|Pysa|QakBot|Qilin|REvil|Ragnar Locker|Raspberry Robin|RedLine Stealer|RobbinHood|RunningRAT|Ryuk|SPAWNCHIMERA|SUNBURST|Shai-Hulud|ShrinkLocker|Skidmap|SplatCloak|SslMM|StealBit|StrongPity|Stuxnet|ThiefQuest|TinyZBot|TrickBot|Unknown Logger|WarzoneRAT|Waterbear|WhisperGate|Woody RAT|XLoader|ZIPLINE|ZxShell|macOS.OSAMiner
T1685.003,,,PHASEJAM
T1685.004,,,Ebury
T1685.005,,,Apostle|BlackCat|BlackEnergy|DUSTTRAP|FinFisher|HermeticWiper|HermeticWizard|Hydraq|KillDisk|LockBit 2.0|LockBit 3.0|Lucifer|Mafalda|Meteor|MultiLayer Wiper|NotPetya|Olympic Destroyer|Qilin|RansomHub|RunningRAT|ShrinkLocker|SynAck|ZxShell|gh0st RAT
T1685.006,,,JumbledPath|MacMa|Proton|UPSTYLE
T1686,,,BACKSPACE|BPFDoor|CookieMiner|Grandoreiro|HOPLIGHT|Hannotog|InvisiMole|Kasidet|NanoCore|PlugX|PyDCrypt|ShrinkLocker|THINCRUST|ZxShell
T1686.002,,,Cyclops Blink|Grandoreiro
T1686.003,,,BADCALL|BlackByte 2.0 Ransomware|DarkComet|H1N1|HARDRAIN|HiddenFace|Remsec|TYPEFRAME|njRAT
T1688,,,AvosLocker|Black Basta|Embargo|LockBit 3.0|Qilin|REvil|RansomHub
T1689,,,BlackByte Ransomware
T1690,,,BPFDoor|BRICKSTORM|Line Dancer|SPAWNCHIMERA|VIRTUALPITA
