canonical_name,aliases,classification,description,uuid,source_cluster
MoqHao,Shaoye|Wroba|XLoader,malware,"MoqHao, also called Wroba and XLoader (not to be confused with the malware of the same name for Windows and macOS), is an Android-based mobile threat that is associated with a financially motivated Chinese group called Roaming Mantis. The malware claims to be the default SMS application and has dropper and banker capabilities. ",41a9408d-7020-4988-af2c-51baf4d20763,malpedia.json
MOrder RAT,,malware,,f91f27ad-edcd-4e3d-824e-23f6acd81a7b,malpedia.json
Mudwater,,malware,,9a8a5dd0-c86e-40d1-bc94-51070447c907,malpedia.json
MysteryBot,,malware,MysteryBot is an Android banking Trojan with overlay capabilities with support for Android 7/8 but also provides other features such as key logging and ransomware functionality.,0a53ace4-98ae-442f-be64-b8e373948bde,malpedia.json
Nexus,,malware,,fe0b4e6e-268e-4c63-a095-bf1ddff95055,malpedia.json
OmniRAT,,malware,,ec936d58-6607-4e33-aa97-0e587bbbdda5,malpedia.json
Oscorp,UBEL,malware,,8d383260-102f-46da-8cc6-7659cbbd9452,malpedia.json
PackChat,,malware,,b0f56103-1771-4e01-9ed7-44149e39ce93,malpedia.json
pcTattletale,,malware,"According to TechCrunch, this is a remote surveillance app that allows ordinary consumers to buy software capable of tracking people and their data without their knowledge. Once physically planted on a person’s phone or computer (usually with knowledge of the victim’s passcode or login), the app would continuously upload a copy of the victim’s information, including messages, photos, and location data, to pcTattletale’s servers and make the data accessible to whoever planted the spyware.",157a13ca-95db-4b05-a0f1-44d45beb98ee,malpedia.json
PhantomLance,PWNDROID1,malware,,a73375a5-3384-4515-8538-b598d225586d,malpedia.json
Phoenix,,malware,,b5d57344-0486-4580-a437-54c61cb0bf4d,malpedia.json
PhoneSpy,,malware,"According to Zimperium, PhoneSpy is a spyware aimed at South Korean residents with Android devices.",ff00bbb6-6856-4cf5-adde-d1cc536dd0e2,malpedia.json
PINEFLOWER,,malware,"According to Mandiant, PINEFLOWER is an Android malware family capable of a wide range of backdoor functionality, including stealing system inform information, logging and recording phone calls, initiating audio recordings, reading SMS inboxes and sending SMS messages. The malware also has features to facilitate device location tracking, deleting, downloading, and uploading files, reading connectivity state, speed, and activity, and toggling Bluetooth, Wi-Fi, and mobile data settings.",a17a7c5d-0a8f-42e7-b4c9-63c258267776,malpedia.json
PixPirate,,malware,"According to PCrisk, The PixPirate is a dangerous Android banking Trojan that has the capability to carry out ATS (Automatic Transfer System) attacks. This allows threat actors to automatically transfer funds through the Pix Instant Payment platform, which numerous Brazilian banks use.

In addition to launching ATS attacks, PixPirate can intercept and delete SMS messages, prevent the uninstallation process, and carry out malvertising attacks.",cdf707bd-a8b0-4ee3-917d-a56b11f30206,malpedia.json
PixStealer,BrazKing,malware,,5d047596-eb67-4fed-b41d-65fa975150c5,malpedia.json
PjobRAT,,malware,,6fa6c769-2546-4a5c-a3c7-24dda4ab597d,malpedia.json
PlainGnome,,malware,"According to Lookout, PlainGnome consists of a two-stage deployment in which a very minimal first stage drops a malicious APK once it’s installed. The code of PlainGnome’s second stage payload evolved significantly from January 2024 through at least October. In particular, PlainGnome’s developers shifted to using Jetpack WorkManager classes to handle data exfiltration, which eases development and maintenance of related code. In addition, WorkManager allows for specifying execution conditions. Fo",d67bedfc-11d6-4784-83f2-9a38887e1298,malpedia.json
Podec,,malware,,82f9c4c1-2619-4236-a701-776c6c781f45,malpedia.json
X-Agent (Android),Popr-d30,malware,,0a7d9d22-a26d-4a2b-ab9b-b296176c3ecf,malpedia.json
Fake Pornhub,,malware,,3272a8d8-8323-4e98-b6ce-cb40789a3616,malpedia.json
Premier RAT,,malware,,661471fe-2cb6-4b83-9deb-43225192a849,malpedia.json
Princess,,malware,,2665959a-8686-44b3-ad01-5ef21a5cac1b,malpedia.json
Rafel RAT,,malware,,cdaa0a6d-3709-4e6f-8807-fff388baaba0,malpedia.json
RambleOn,,malware,,41ab3c99-297c-465c-8375-3e9f7ce4b996,malpedia.json
Rana,,malware,,65a8e406-b535-4c0a-bc6d-d1bec3c55623,malpedia.json
RatMilad,,malware,"RatMilad, a newly discovered Android spyware, has been stealing data from mobile devices in the Middle East.
The malware is spread through links on social media and pretends to be applications for services like VPN and phone number spoofing. Unwary users download these trojan applications and grant access to malware. ",542c3e5e-2124-4c36-af05-65893974d5ce,malpedia.json
RatOn,,malware,"According to ThreatFabric, this RAT can perform NFC relay attacks and has Automated Transfer ystem (ATS) capabilities",0bc2b50d-9627-4eaf-a320-9d3f0f53981a,malpedia.json
Raxir,,malware,,f5cabe73-b5d6-4503-8350-30a6d54c32ef,malpedia.json
RedAlert2,,malware,"RedAlert 2 is an new Android malware used by an attacker to gain access to login credentials of various e-banking apps. The malware works by overlaying a login screen with a fake display that sends the credentials to a C2 server.
The malware also has the ability to block incoming calls from banks, to prevent the victim of being notified.
As a distribution vector RedAlert 2 uses third-party app stores and imitates real Android apps like Viber, Whatsapp or fake Adobe Flash Player updates.",e9aaab46-abb1-4390-b37b-d0457d05b28f,malpedia.json
Remo,PlayPraetor,malware,,74450154-9b2d-434c-b1d7-846bfb8d1de3,malpedia.json
RemRAT,,malware,,23809a2b-3c24-41c5-a310-2b8045539202,malpedia.json
ResidentBat,,malware,,8f239014-c9ef-4e98-97d2-174f7c7de740,malpedia.json
Retefe (Android),,malware,"The Android app using for Retefe is a SMS stealer, used to forward mTAN codes to the threat actor. Further is a bank logo added to the specific Android app to trick users into thinking this is a legitimate app. Moreover, if the victim is not a real victim, the link to download the APK is not the malicious APK, but the real 'Signal Private Messenger' tool, hence the victim's phone doesn't get infected.",22ef1e56-7778-41d1-9b2b-737aa5bf9777,malpedia.json
Revive,,malware,"According to PCrisk, Revive is the name of a banking Trojan targeting Android users (customers of a specific Spanish bank). It steals sensitive information. Cybercriminals use Revive to take ownership of online accounts using stolen login credentials. This malware abuses Accessibility Services to perform malicious activities.",25669934-14bf-463f-bcae-c59c590c3bf8,malpedia.json
Riltok,,malware,,d7b347f8-77a5-4197-b818-f3af504da2c1,malpedia.json
Roaming Mantis,,malware,,31d2ce1f-44bf-4738-a41d-ddb43466cd82,malpedia.json
Rogue,,malware,,4b53480a-8006-4af7-8e4e-cc8727c62648,malpedia.json
Rootnik,,malware,,db3dcfd1-79d2-4c91-898f-5f2463d7c417,malpedia.json
Salvador Stealer,,malware,"According to ANY.RUN, this is a banking trojan that this collection sensitive user information, including: Registered mobile number, Aadhaar number, PAN card details, Date of birth, and Net banking user ID and password. It uses Telegram as C2.
",a815d079-3e70-4c51-9bf6-76217beb49fc,malpedia.json
Sauron Locker,,malware,"An Android ransomware that locks the device, changes the wallpaper, and demands money in exchange for unlocking the phone. ",a7c058cf-d482-42cf-9ea7-d5554287ea65,malpedia.json
SharkBot,,malware,"SharkBot is a piece of malicious software targeting Android Operating Systems (OSes). It is designed to obtain and misuse financial data by redirecting and stealthily initiating money transfers. SharkBot is particularly active in Europe (United Kingdom, Italy, etc.), but its activity has also been detected in the United States.",7b20fdb1-5aee-4f17-a88e-bcd72c893f0a,malpedia.json
Shopper,LeifAccess,malware,"Shopper/LeifAccess is a malicious Android app that uses Android's AccessibilityService to secretly control the device. It installs apps, leaves fake reviews, opens ads, and even registers users on various platforms. Disguised as a system app, it collects personal and device information and sends it to remote servers. The malware was most active in late 2019, especially in Russia, Brazil, and India.",e48ccf61-6c7b-400a-8c7f-2e8f3421f32e,malpedia.json
SideWinder (Android),,malware,SideWinder involved a fake VPN app for Android devices published on Google Play Store along with a custom tool that filters victims for better targeting.,af929cac-e0c6-4a63-ac5a-02c4cbbab746,malpedia.json
SilkBean,,malware,,00ab3d3b-dbbf-40de-b3d8-a3466704a1a7,malpedia.json
Skygofree,,malware,,f5fded3c-8f45-471a-a372-d8be101e1b22,malpedia.json
Slempo,SlemBunk,malware,,d87e2574-7b9c-4ea7-98eb-88f3e139f6ff,malpedia.json
Slocker,Jisut|Simple Locker,malware,"Slocker also known as jisut and pigetrl, is a screen locker that is distributed through telegram groups.",fe187c8a-25d4-4d30-bd43-efca18d527f0,malpedia.json
SmsAgent,,malware,"SMSAgent appears as a game application, but silently performs malicious routines in the background. It attempts to download other potentially malicious files from a remote server and sends out SMS or MMS messages that places expensive charges on the user's bill.",ee42986c-e736-4092-a2f9-2931a02c688d,malpedia.json
SMSspy,,malware,,7a38c552-0e1a-4980-8d62-1aa38617efab,malpedia.json
SoumniBot,,malware,,ed53cdaf-0649-4ca5-adcd-592a46f79da8,malpedia.json
S.O.V.A.,,malware,,2aa95661-b63a-432e-8e5e-74ac93b42d57,malpedia.json
SpyBanker,,malware,,e186384b-8001-4cdd-b170-1548deb8bf04,malpedia.json
SpyC23,,malware,,8fb4910f-e645-4465-a202-a20835416c87,malpedia.json
SpyFRPTunnel,fvncBot,malware,"A sophisticated mobile surveillance implant operating as a Remote Control System (RCS). This malware family is characterized by a unique, multi-sided communication architecture that abandons traditional HTTP polling. Instead, it hybridizes Firebase Cloud Messaging (FCM) for asynchronous command signaling with Fast Reverse Proxy (FRP) to establish persistent, NAT-bypassing network tunnels, effectively turning the infected mobile device into a server accessible by the attacker.",66936fd7-8cd9-4968-b78f-0c1de91c747e,malpedia.json
SpyMax,,malware,"SpyMax is a popular Android surveillance tool. Its predecessor, SpyNote, was one of the most widely used spyware frameworks.",e1dfb554-4c17-4d4c-ac48-604c48d8ab0b,malpedia.json
SpyNote,CypherRat,malware,"According to Cleafy, SpyNote abuses Accessibility services and other Android permissions in order to: Collect SMS messages and contacts list; Record audio and screen; Perform keylogging activities; Bypass 2FA; Track GPS locations.",31592c69-d540-4617-8253-71ae0c45526c,malpedia.json
StealthAgent,,malware,,0777cb30-534f-44bb-a7af-906a422bd624,malpedia.json
Stealth Mango,,malware,,7d480f11-3de8-463d-8a19-54685c8b9e0f,malpedia.json
Sturnus,,malware,"According to ThreatFabric, Sturnus is a privately operated Android banking trojan. This malware supports a broad range of fraud-related capabilities, including full device takeover. A key differentiator is its ability to bypass encrypted messaging. By capturing content directly from the device screen after decryption, Sturnus can monitor communications via WhatsApp, Telegram, and Signal.

The trojan can harvest banking credentials through convincing fake login screens that replicate legitimate",5bd9ebca-e0dd-4d68-8ac9-7a384415d6e2,malpedia.json
Svpeng,,malware,"Svpeng is a malicious banking trojan targeting Android devices, and it poses a significant threat to both mobile users and the developers of mobile banking apps. Svpeng has been active since around 2013. It primarily targets Android users, and its main objective is to steal sensitive financial information, particularly login credentials and personal data related to banking and financial apps. Svpeng typically spreads through malicious apps, phishing campaigns, or drive-by downloads.",d99c0a47-9d61-4d92-86ec-86a87b060d76,malpedia.json
Switcher,,malware,,e3e90666-bc19-4741-aca8-1e4cbc2f4c9e,malpedia.json
TalentRAT,Assassin RAT,malware,,46151a0d-aa0a-466c-9fff-c2c3474f572e,malpedia.json
TangleBot,,malware,,1e37d712-df02-48aa-82fc-28fa80c92c2b,malpedia.json
TeleRAT,,malware,,e1600d04-d2f7-4862-8bbc-0f038ea683ea,malpedia.json
TemptingCedar Spyware,,malware,"Tempting cedar spyware is an Android spyware campaign, active since at least 2015, that used social engineering via fake, attractive Facebook profiles to trick victims into downloading malware. The spyware was designed to steal a wide range of sensitive personal data.",982c3554-1df2-4062-8f32-f311940ad9ff,malpedia.json
TgToxic,,malware,"According to Trend Micro, TgToxic has been used in an ongoing campaign that has been targeting Android users in Southeast Asia since July 2022. Goal of the campaign is to steal victims’ assets from finance and banking applications (such as cryptocurrency wallets, credentials for official bank apps on mobile, and money in deposit), via a banking trojan they named TgToxic (based on its special encrypted filename) embedded in multiple fake apps. While previously targeting users in Taiwan, Trend Mic",06e9c140-c0de-4abe-97c3-4b0e985114bd,malpedia.json
